cart=0 steps home=0 steps raw=0 active=no ena=OFF enaPin=LOW dir=CW dir26=LOW dir33=HIGH commanded=+0 steps/s current=+0 steps/s homeStop=clear homed=no homing=no travel=0 steps centerHome=0 steps limits=[0,0]
mode=MANUAL telemetry=OFF sensor=online ack=yes rawRead=yes i2c=0 readUs=297 maxReadUs=661 sample=yes angleRef=no(UNSET) cartCenter=0 steps angle=0.0000 rad (0.00 deg) cartVel=0.00 steps/s angleVel=0.0000 rad/s sampleTs=62369185 K=[-2.172154 -2.726762 -297368.531250 -31334.011719]
Angle log enabled: buffer=2048 samples at target 250 Hz
Angle log: ON samples=2048/2048 wrapped=yes
Angle log timing: teacherTimerCallbacks=3118 teacherTaskWakes=3118 teacherTaskNotifications=3118
Angle log session: start_us=67864416 stop_us=0 duration_us=12472719
Angle log disabled
ANGLE_LOG_SESSION_HEADER,start_us,stop_us,duration_us,teacher_timer_callbacks_at_stop,teacher_task_wakes_at_stop,teacher_task_notifications_at_stop,samples
ANGLE_LOG_SESSION,67864416,88744433,20880017,5220,5220,5220,2048
ANGLE_LOG_DIAG_HEADER,teacher_timer_callbacks,teacher_task_wakes,teacher_task_notifications,samples
ANGLE_LOG_DIAG,5220,5220,5220,2048
ANGLE_LOG_HEADER,index,timestamp_us,sample_dt_us,angle_raw_counts
ANGLE_LOG,436,82300108,4000,3503
ANGLE_LOG,437,82304135,4027,3503
ANGLE_LOG,438,82308108,3973,3503
ANGLE_LOG,439,82312108,4000,3503
ANGLE_LOG,440,82316108,4000,3503
ANGLE_LOG,441,82320107,3999,3503
ANGLE_LOG,442,82324135,4028,3503
ANGLE_LOG,443,82328108,3973,3503
ANGLE_LOG,444,82332108,4000,3503
ANGLE_LOG,445,82336108,4000,3503
ANGLE_LOG,446,82340108,4000,3503
ANGLE_LOG,447,82344135,4027,3503
ANGLE_LOG,448,82348108,3973,3503
ANGLE_LOG,449,82352108,4000,3503
ANGLE_LOG,450,82356108,4000,3503
ANGLE_LOG,451,82360108,4000,3503
ANGLE_LOG,452,82364135,4027,3503
ANGLE_LOG,453,82368108,3973,3503
ANGLE_LOG,454,82372108,4000,3503
ANGLE_LOG,455,82376108,4000,3503
ANGLE_LOG,456,82380107,3999,3503
ANGLE_LOG,457,82384135,4028,3503
ANGLE_LOG,458,82388108,3973,3503
ANGLE_LOG,459,82392108,4000,3503
ANGLE_LOG,460,82396108,4000,3503
ANGLE_LOG,461,82400108,4000,3503
ANGLE_LOG,462,82404135,4027,3503
ANGLE_LOG,463,82408108,3973,3503
ANGLE_LOG,464,82412108,4000,3503
ANGLE_LOG,465,82416108,4000,3503
ANGLE_LOG,466,82420108,4000,3503
ANGLE_LOG,467,82424135,4027,3503
ANGLE_LOG,468,82428108,3973,3503
ANGLE_LOG,469,82432108,4000,3503
ANGLE_LOG,470,82436108,4000,3503
ANGLE_LOG,471,82440108,4000,3503
ANGLE_LOG,472,82444135,4027,3503
ANGLE_LOG,473,82448108,3973,3503
ANGLE_LOG,474,82452108,4000,3503
ANGLE_LOG,475,82456108,4000,3503
ANGLE_LOG,476,82460108,4000,3503
ANGLE_LOG,477,82464135,4027,3503
ANGLE_LOG,478,82468108,3973,3503
ANGLE_LOG,479,82472108,4000,3503
ANGLE_LOG,480,82476108,4000,3503
ANGLE_LOG,481,82480108,4000,3503
ANGLE_LOG,482,82484135,4027,3503
ANGLE_LOG,483,82488108,3973,3503
ANGLE_LOG,484,82492108,4000,3503
ANGLE_LOG,485,82496108,4000,3503
ANGLE_LOG,486,82500108,4000,3503
ANGLE_LOG,487,82504135,4027,3503
ANGLE_LOG,488,82508108,3973,3503
ANGLE_LOG,489,82512108,4000,3503
ANGLE_LOG,490,82516108,4000,3503
ANGLE_LOG,491,82520108,4000,3503
ANGLE_LOG,492,82524135,4027,3503
ANGLE_LOG,493,82528108,3973,3503
ANGLE_LOG,494,82532108,4000,3503
ANGLE_LOG,495,82536108,4000,3503
ANGLE_LOG,496,82540108,4000,3503
ANGLE_LOG,497,82544135,4027,3503
ANGLE_LOG,498,82548108,3973,3503
ANGLE_LOG,499,82552108,4000,3503
ANGLE_LOG,500,82556108,4000,3503
ANGLE_LOG,501,82560108,4000,3503
ANGLE_LOG,502,82564135,4027,3503
ANGLE_LOG,503,82568108,3973,3503
ANGLE_LOG,504,82572108,4000,3503
ANGLE_LOG,505,82576108,4000,3503
ANGLE_LOG,506,82580108,4000,3503
ANGLE_LOG,507,82584135,4027,3503
ANGLE_LOG,508,82588108,3973,3503
ANGLE_LOG,509,82592108,4000,3503
ANGLE_LOG,510,82596108,4000,3503
ANGLE_LOG,511,82600108,4000,3503
ANGLE_LOG,512,82604135,4027,3503
ANGLE_LOG,513,82608108,3973,3503
ANGLE_LOG,514,82612108,4000,3503
ANGLE_LOG,515,82616108,4000,3503
ANGLE_LOG,516,82620108,4000,3503
ANGLE_LOG,517,82624135,4027,3503
ANGLE_LOG,518,82628108,3973,3503
ANGLE_LOG,519,82632108,4000,3503
ANGLE_LOG,520,82636108,4000,3503
ANGLE_LOG,521,82640108,4000,3503
ANGLE_LOG,522,82644135,4027,3503
ANGLE_LOG,523,82648108,3973,3503
ANGLE_LOG,524,82652108,4000,3503
ANGLE_LOG,525,82656108,4000,3503
ANGLE_LOG,526,82660108,4000,3503
ANGLE_LOG,527,82664135,4027,3503
ANGLE_LOG,528,82668108,3973,3503
ANGLE_LOG,529,82672108,4000,3503
ANGLE_LOG,530,82676108,4000,3503
ANGLE_LOG,531,82680108,4000,3503
ANGLE_LOG,532,82684135,4027,3503
ANGLE_LOG,533,82688108,3973,3503
ANGLE_LOG,534,82692108,4000,3503
ANGLE_LOG,535,82696108,4000,3503
ANGLE_LOG,536,82700108,4000,3503
ANGLE_LOG,537,82704135,4027,3503
ANGLE_LOG,538,82708108,3973,3503
ANGLE_LOG,539,82712108,4000,3503
ANGLE_LOG,540,82716108,4000,3503
ANGLE_LOG,541,82720108,4000,3503
ANGLE_LOG,542,82724135,4027,3503
ANGLE_LOG,543,82728108,3973,3503
ANGLE_LOG,544,82732108,4000,3503
ANGLE_LOG,545,82736108,4000,3503
ANGLE_LOG,546,82740107,3999,3503
ANGLE_LOG,547,82744135,4028,3503
ANGLE_LOG,548,82748108,3973,3503
ANGLE_LOG,549,82752108,4000,3503
ANGLE_LOG,550,82756108,4000,3503
ANGLE_LOG,551,82760108,4000,3503
ANGLE_LOG,552,82764135,4027,3503
ANGLE_LOG,553,82768108,3973,3503
ANGLE_LOG,554,82772108,4000,3503
ANGLE_LOG,555,82776108,4000,3503
ANGLE_LOG,556,82780108,4000,3503
ANGLE_LOG,557,82784135,4027,3503
ANGLE_LOG,558,82788108,3973,3503
ANGLE_LOG,559,82792108,4000,3503
ANGLE_LOG,560,82796108,4000,3503
ANGLE_LOG,561,82800108,4000,3503
ANGLE_LOG,562,82804135,4027,3503
ANGLE_LOG,563,82808108,3973,3503
ANGLE_LOG,564,82812108,4000,3503
ANGLE_LOG,565,82816108,4000,3503
ANGLE_LOG,566,82820108,4000,3503
ANGLE_LOG,567,82824135,4027,3503
ANGLE_LOG,568,82828108,3973,3503
ANGLE_LOG,569,82832108,4000,3503
ANGLE_LOG,570,82836108,4000,3503
ANGLE_LOG,571,82840108,4000,3503
ANGLE_LOG,572,82844135,4027,3503
ANGLE_LOG,573,82848108,3973,3503
ANGLE_LOG,574,82852108,4000,3503
ANGLE_LOG,575,82856108,4000,3503
ANGLE_LOG,576,82860107,3999,3503
ANGLE_LOG,577,82864135,4028,3503
ANGLE_LOG,578,82868108,3973,3503
ANGLE_LOG,579,82872108,4000,3503
ANGLE_LOG,580,82876108,4000,3503
ANGLE_LOG,581,82880108,4000,3503
ANGLE_LOG,582,82884135,4027,3503
ANGLE_LOG,583,82888108,3973,3503
ANGLE_LOG,584,82892108,4000,3503
ANGLE_LOG,585,82896108,4000,3503
ANGLE_LOG,586,82900108,4000,3503
ANGLE_LOG,587,82904135,4027,3503
ANGLE_LOG,588,82908108,3973,3503
ANGLE_LOG,589,82912108,4000,3503
ANGLE_LOG,590,82916108,4000,3503
ANGLE_LOG,591,82920108,4000,3503
ANGLE_LOG,592,82924135,4027,3503
ANGLE_LOG,593,82928108,3973,3503
ANGLE_LOG,594,82932108,4000,3503
ANGLE_LOG,595,82936108,4000,3503
ANGLE_LOG,596,82940108,4000,3503
ANGLE_LOG,597,82944135,4027,3503
ANGLE_LOG,598,82948108,3973,3503
ANGLE_LOG,599,82952108,4000,3503
ANGLE_LOG,600,82956108,4000,3503
ANGLE_LOG,601,82960108,4000,3503
ANGLE_LOG,602,82964135,4027,3503
ANGLE_LOG,603,82968108,3973,3503
ANGLE_LOG,604,82972108,4000,3503
ANGLE_LOG,605,82976108,4000,3503
ANGLE_LOG,606,82980108,4000,3503
ANGLE_LOG,607,82984135,4027,3503
ANGLE_LOG,608,82988108,3973,3503
ANGLE_LOG,609,82992108,4000,3503
ANGLE_LOG,610,82996108,4000,3503
ANGLE_LOG,611,83000108,4000,3503
ANGLE_LOG,612,83004135,4027,3503
ANGLE_LOG,613,83008108,3973,3503
ANGLE_LOG,614,83012108,4000,3503
ANGLE_LOG,615,83016108,4000,3503
ANGLE_LOG,616,83020108,4000,3503
ANGLE_LOG,617,83024135,4027,3503
ANGLE_LOG,618,83028108,3973,3503
ANGLE_LOG,619,83032108,4000,3503
ANGLE_LOG,620,83036108,4000,3503
ANGLE_LOG,621,83040108,4000,3503
ANGLE_LOG,622,83044135,4027,3503
ANGLE_LOG,623,83048108,3973,3503
ANGLE_LOG,624,83052108,4000,3503
ANGLE_LOG,625,83056108,4000,3503
ANGLE_LOG,626,83060108,4000,3503
ANGLE_LOG,627,83064135,4027,3503
ANGLE_LOG,628,83068108,3973,3503
ANGLE_LOG,629,83072108,4000,3503
ANGLE_LOG,630,83076108,4000,3503
ANGLE_LOG,631,83080108,4000,3503
ANGLE_LOG,632,83084135,4027,3503
ANGLE_LOG,633,83088108,3973,3503
ANGLE_LOG,634,83092108,4000,3503
ANGLE_LOG,635,83096108,4000,3503
ANGLE_LOG,636,83100108,4000,3503
ANGLE_LOG,637,83104135,4027,3503
ANGLE_LOG,638,83108108,3973,3503
ANGLE_LOG,639,83112108,4000,3503
ANGLE_LOG,640,83116108,4000,3503
ANGLE_LOG,641,83120108,4000,3503
ANGLE_LOG,642,83124135,4027,3503
ANGLE_LOG,643,83128108,3973,3503
ANGLE_LOG,644,83132108,4000,3503
ANGLE_LOG,645,83136108,4000,3503
ANGLE_LOG,646,83140108,4000,3503
ANGLE_LOG,647,83144135,4027,3503
ANGLE_LOG,648,83148108,3973,3503
ANGLE_LOG,649,83152108,4000,3503
ANGLE_LOG,650,83156108,4000,3503
ANGLE_LOG,651,83160108,4000,3503
ANGLE_LOG,652,83164135,4027,3503
ANGLE_LOG,653,83168108,3973,3503
ANGLE_LOG,654,83172108,4000,3503
ANGLE_LOG,655,83176108,4000,3503
ANGLE_LOG,656,83180108,4000,3503
ANGLE_LOG,657,83184135,4027,3503
ANGLE_LOG,658,83188108,3973,3503
ANGLE_LOG,659,83192108,4000,3503
ANGLE_LOG,660,83196108,4000,3503
ANGLE_LOG,661,83200108,4000,3503
ANGLE_LOG,662,83204135,4027,3503
ANGLE_LOG,663,83208108,3973,3503
ANGLE_LOG,664,83212108,4000,3503
ANGLE_LOG,665,83216108,4000,3503
ANGLE_LOG,666,83220108,4000,3503
ANGLE_LOG,667,83224135,4027,3503
ANGLE_LOG,668,83228108,3973,3503
ANGLE_LOG,669,83232108,4000,3503
ANGLE_LOG,670,83236108,4000,3503
ANGLE_LOG,671,83240108,4000,3503
ANGLE_LOG,672,83244135,4027,3503
ANGLE_LOG,673,83248108,3973,3503
ANGLE_LOG,674,83252108,4000,3503
ANGLE_LOG,675,83256108,4000,3503
ANGLE_LOG,676,83260108,4000,3503
ANGLE_LOG,677,83264135,4027,3503
ANGLE_LOG,678,83268108,3973,3503
ANGLE_LOG,679,83272108,4000,3503
ANGLE_LOG,680,83276108,4000,3503
ANGLE_LOG,681,83280108,4000,3503
ANGLE_LOG,682,83284135,4027,3503
ANGLE_LOG,683,83288108,3973,3503
ANGLE_LOG,684,83292108,4000,3503
ANGLE_LOG,685,83296108,4000,3503
ANGLE_LOG,686,83300107,3999,3503
ANGLE_LOG,687,83304135,4028,3503
ANGLE_LOG,688,83308108,3973,3503
ANGLE_LOG,689,83312108,4000,3503
ANGLE_LOG,690,83316108,4000,3503
ANGLE_LOG,691,83320108,4000,3503
ANGLE_LOG,692,83324135,4027,3503
ANGLE_LOG,693,83328108,3973,3503
ANGLE_LOG,694,83332108,4000,3503
ANGLE_LOG,695,83336108,4000,3503
ANGLE_LOG,696,83340108,4000,3503
ANGLE_LOG,697,83344135,4027,3503
ANGLE_LOG,698,83348108,3973,3503
ANGLE_LOG,699,83352108,4000,3503
ANGLE_LOG,700,83356108,4000,3503
ANGLE_LOG,701,83360108,4000,3503
ANGLE_LOG,702,83364135,4027,3503
ANGLE_LOG,703,83368108,3973,3503
ANGLE_LOG,704,83372108,4000,3503
ANGLE_LOG,705,83376108,4000,3503
ANGLE_LOG,706,83380108,4000,3503
ANGLE_LOG,707,83384135,4027,3503
ANGLE_LOG,708,83388108,3973,3503
ANGLE_LOG,709,83392108,4000,3503
ANGLE_LOG,710,83396108,4000,3503
ANGLE_LOG,711,83400108,4000,3503
ANGLE_LOG,712,83404135,4027,3503
ANGLE_LOG,713,83408108,3973,3503
ANGLE_LOG,714,83412108,4000,3503
ANGLE_LOG,715,83416108,4000,3503
ANGLE_LOG,716,83420108,4000,3503
ANGLE_LOG,717,83424135,4027,3503
ANGLE_LOG,718,83428108,3973,3503
ANGLE_LOG,719,83432108,4000,3503
ANGLE_LOG,720,83436108,4000,3503
ANGLE_LOG,721,83440108,4000,3503
ANGLE_LOG,722,83444135,4027,3503
ANGLE_LOG,723,83448108,3973,3503
ANGLE_LOG,724,83452108,4000,3503
ANGLE_LOG,725,83456108,4000,3503
ANGLE_LOG,726,83460108,4000,3503
ANGLE_LOG,727,83464135,4027,3503
ANGLE_LOG,728,83468108,3973,3503
ANGLE_LOG,729,83472108,4000,3503
ANGLE_LOG,730,83476108,4000,3503
ANGLE_LOG,731,83480108,4000,3503
ANGLE_LOG,732,83484135,4027,3503
ANGLE_LOG,733,83488108,3973,3503
ANGLE_LOG,734,83492108,4000,3503
ANGLE_LOG,735,83496108,4000,3503
ANGLE_LOG,736,83500108,4000,3503
ANGLE_LOG,737,83504135,4027,3503
ANGLE_LOG,738,83508108,3973,3503
ANGLE_LOG,739,83512108,4000,3503
ANGLE_LOG,740,83516108,4000,3503
ANGLE_LOG,741,83520108,4000,3503
ANGLE_LOG,742,83524135,4027,3503
ANGLE_LOG,743,83528108,3973,3503
ANGLE_LOG,744,83532108,4000,3503
ANGLE_LOG,745,83536108,4000,3503
ANGLE_LOG,746,83540108,4000,3503
ANGLE_LOG,747,83544135,4027,3503
ANGLE_LOG,748,83548108,3973,3503
ANGLE_LOG,749,83552108,4000,3503
ANGLE_LOG,750,83556108,4000,3503
ANGLE_LOG,751,83560108,4000,3503
ANGLE_LOG,752,83564135,4027,3503
ANGLE_LOG,753,83568108,3973,3503
ANGLE_LOG,754,83572108,4000,3503
ANGLE_LOG,755,83576108,4000,3503
ANGLE_LOG,756,83580108,4000,3503
ANGLE_LOG,757,83584135,4027,3503
ANGLE_LOG,758,83588108,3973,3503
ANGLE_LOG,759,83592108,4000,3503
ANGLE_LOG,760,83596108,4000,3503
ANGLE_LOG,761,83600108,4000,3503
ANGLE_LOG,762,83604135,4027,3503
ANGLE_LOG,763,83608108,3973,3503
ANGLE_LOG,764,83612108,4000,3503
ANGLE_LOG,765,83616108,4000,3503
ANGLE_LOG,766,83620108,4000,3503
ANGLE_LOG,767,83624135,4027,3503
ANGLE_LOG,768,83628108,3973,3503
ANGLE_LOG,769,83632108,4000,3503
ANGLE_LOG,770,83636108,4000,3503
ANGLE_LOG,771,83640108,4000,3503
ANGLE_LOG,772,83644135,4027,3503
ANGLE_LOG,773,83648108,3973,3503
ANGLE_LOG,774,83652108,4000,3503
ANGLE_LOG,775,83656108,4000,3503
ANGLE_LOG,776,83660108,4000,3503
ANGLE_LOG,777,83664135,4027,3503
ANGLE_LOG,778,83668108,3973,3503
ANGLE_LOG,779,83672108,4000,3503
ANGLE_LOG,780,83676108,4000,3503
ANGLE_LOG,781,83680108,4000,3503
ANGLE_LOG,782,83684135,4027,3503
ANGLE_LOG,783,83688108,3973,3503
ANGLE_LOG,784,83692108,4000,3503
ANGLE_LOG,785,83696108,4000,3503
ANGLE_LOG,786,83700108,4000,3503
ANGLE_LOG,787,83704135,4027,3503
ANGLE_LOG,788,83708108,3973,3503
ANGLE_LOG,789,83712108,4000,3503
ANGLE_LOG,790,83716108,4000,3503
ANGLE_LOG,791,83720108,4000,3503
ANGLE_LOG,792,83724135,4027,3503
ANGLE_LOG,793,83728108,3973,3503
ANGLE_LOG,794,83732108,4000,3503
ANGLE_LOG,795,83736108,4000,3503
ANGLE_LOG,796,83740108,4000,3503
ANGLE_LOG,797,83744135,4027,3503
ANGLE_LOG,798,83748108,3973,3503
ANGLE_LOG,799,83752108,4000,3503
ANGLE_LOG,800,83756108,4000,3503
ANGLE_LOG,801,83760108,4000,3503
ANGLE_LOG,802,83764135,4027,3503
ANGLE_LOG,803,83768108,3973,3503
ANGLE_LOG,804,83772108,4000,3503
ANGLE_LOG,805,83776108,4000,3503
ANGLE_LOG,806,83780108,4000,3503
ANGLE_LOG,807,83784135,4027,3503
ANGLE_LOG,808,83788108,3973,3503
ANGLE_LOG,809,83792108,4000,3503
ANGLE_LOG,810,83796108,4000,3503
ANGLE_LOG,811,83800108,4000,3503
ANGLE_LOG,812,83804135,4027,3503
ANGLE_LOG,813,83808108,3973,3503
ANGLE_LOG,814,83812108,4000,3503
ANGLE_LOG,815,83816108,4000,3503
ANGLE_LOG,816,83820108,4000,3503
ANGLE_LOG,817,83824135,4027,3503
ANGLE_LOG,818,83828108,3973,3503
ANGLE_LOG,819,83832108,4000,3503
ANGLE_LOG,820,83836108,4000,3503
ANGLE_LOG,821,83840108,4000,3503
ANGLE_LOG,822,83844135,4027,3503
ANGLE_LOG,823,83848108,3973,3503
ANGLE_LOG,824,83852108,4000,3503
ANGLE_LOG,825,83856108,4000,3503
ANGLE_LOG,826,83860108,4000,3503
ANGLE_LOG,827,83864135,4027,3503
ANGLE_LOG,828,83868108,3973,3503
ANGLE_LOG,829,83872108,4000,3503
ANGLE_LOG,830,83876108,4000,3503
ANGLE_LOG,831,83880108,4000,3503
ANGLE_LOG,832,83884135,4027,3503
ANGLE_LOG,833,83888108,3973,3503
ANGLE_LOG,834,83892108,4000,3503
ANGLE_LOG,835,83896108,4000,3503
ANGLE_LOG,836,83900108,4000,3503
ANGLE_LOG,837,83904135,4027,3503
ANGLE_LOG,838,83908108,3973,3503
ANGLE_LOG,839,83912108,4000,3503
ANGLE_LOG,840,83916108,4000,3503
ANGLE_LOG,841,83920108,4000,3503
ANGLE_LOG,842,83924135,4027,3503
ANGLE_LOG,843,83928108,3973,3503
ANGLE_LOG,844,83932108,4000,3503
ANGLE_LOG,845,83936108,4000,3503
ANGLE_LOG,846,83940108,4000,3503
ANGLE_LOG,847,83944135,4027,3503
ANGLE_LOG,848,83948108,3973,3503
ANGLE_LOG,849,83952108,4000,3503
ANGLE_LOG,850,83956108,4000,3503
ANGLE_LOG,851,83960108,4000,3503
ANGLE_LOG,852,83964135,4027,3503
ANGLE_LOG,853,83968108,3973,3503
ANGLE_LOG,854,83972108,4000,3503
ANGLE_LOG,855,83976108,4000,3503
ANGLE_LOG,856,83980108,4000,3503
ANGLE_LOG,857,83984135,4027,3503
ANGLE_LOG,858,83988108,3973,3503
ANGLE_LOG,859,83992108,4000,3503
ANGLE_LOG,860,83996108,4000,3503
ANGLE_LOG,861,84000108,4000,3503
ANGLE_LOG,862,84004135,4027,3503
ANGLE_LOG,863,84008108,3973,3503
ANGLE_LOG,864,84012108,4000,3503
ANGLE_LOG,865,84016108,4000,3503
ANGLE_LOG,866,84020108,4000,3503
ANGLE_LOG,867,84024135,4027,3503
ANGLE_LOG,868,84028108,3973,3503
ANGLE_LOG,869,84032108,4000,3503
ANGLE_LOG,870,84036108,4000,3503
ANGLE_LOG,871,84040108,4000,3503
ANGLE_LOG,872,84044135,4027,3503
ANGLE_LOG,873,84048108,3973,3503
ANGLE_LOG,874,84052108,4000,3503
ANGLE_LOG,875,84056108,4000,3503
ANGLE_LOG,876,84060108,4000,3503
ANGLE_LOG,877,84064135,4027,3503
ANGLE_LOG,878,84068108,3973,3503
ANGLE_LOG,879,84072108,4000,3503
ANGLE_LOG,880,84076108,4000,3503
ANGLE_LOG,881,84080108,4000,3503
ANGLE_LOG,882,84084135,4027,3503
ANGLE_LOG,883,84088108,3973,3503
ANGLE_LOG,884,84092108,4000,3503
ANGLE_LOG,885,84096108,4000,3503
ANGLE_LOG,886,84100108,4000,3503
ANGLE_LOG,887,84104135,4027,3503
ANGLE_LOG,888,84108108,3973,3503
ANGLE_LOG,889,84112108,4000,3503
ANGLE_LOG,890,84116108,4000,3503
ANGLE_LOG,891,84120108,4000,3503
ANGLE_LOG,892,84124135,4027,3503
ANGLE_LOG,893,84128108,3973,3503
ANGLE_LOG,894,84132108,4000,3503
ANGLE_LOG,895,84136108,4000,3503
ANGLE_LOG,896,84140108,4000,3503
ANGLE_LOG,897,84144135,4027,3503
ANGLE_LOG,898,84148108,3973,3503
ANGLE_LOG,899,84152108,4000,3503
ANGLE_LOG,900,84156108,4000,3503
ANGLE_LOG,901,84160108,4000,3503
ANGLE_LOG,902,84164135,4027,3503
ANGLE_LOG,903,84168108,3973,3503
ANGLE_LOG,904,84172108,4000,3503
ANGLE_LOG,905,84176108,4000,3503
ANGLE_LOG,906,84180108,4000,3503
ANGLE_LOG,907,84184135,4027,3503
ANGLE_LOG,908,84188108,3973,3503
ANGLE_LOG,909,84192108,4000,3503
ANGLE_LOG,910,84196108,4000,3503
ANGLE_LOG,911,84200108,4000,3503
ANGLE_LOG,912,84204135,4027,3503
ANGLE_LOG,913,84208108,3973,3503
ANGLE_LOG,914,84212108,4000,3503
ANGLE_LOG,915,84216108,4000,3503
ANGLE_LOG,916,84220108,4000,3503
ANGLE_LOG,917,84224135,4027,3503
ANGLE_LOG,918,84228108,3973,3503
ANGLE_LOG,919,84232108,4000,3503
ANGLE_LOG,920,84236108,4000,3503
ANGLE_LOG,921,84240108,4000,3503
ANGLE_LOG,922,84244135,4027,3503
ANGLE_LOG,923,84248108,3973,3503
ANGLE_LOG,924,84252108,4000,3503
ANGLE_LOG,925,84256108,4000,3503
ANGLE_LOG,926,84260108,4000,3503
ANGLE_LOG,927,84264135,4027,3503
ANGLE_LOG,928,84268108,3973,3503
ANGLE_LOG,929,84272108,4000,3503
ANGLE_LOG,930,84276108,4000,3503
ANGLE_LOG,931,84280108,4000,3503
ANGLE_LOG,932,84284135,4027,3503
ANGLE_LOG,933,84288108,3973,3503
ANGLE_LOG,934,84292108,4000,3503
ANGLE_LOG,935,84296108,4000,3503
ANGLE_LOG,936,84300108,4000,3503
ANGLE_LOG,937,84304135,4027,3503
ANGLE_LOG,938,84308108,3973,3503
ANGLE_LOG,939,84312108,4000,3503
ANGLE_LOG,940,84316108,4000,3503
ANGLE_LOG,941,84320108,4000,3503
ANGLE_LOG,942,84324135,4027,3503
ANGLE_LOG,943,84328108,3973,3503
ANGLE_LOG,944,84332108,4000,3503
ANGLE_LOG,945,84336108,4000,3503
ANGLE_LOG,946,84340108,4000,3503
ANGLE_LOG,947,84344135,4027,3503
ANGLE_LOG,948,84348108,3973,3503
ANGLE_LOG,949,84352108,4000,3503
ANGLE_LOG,950,84356108,4000,3503
ANGLE_LOG,951,84360108,4000,3503
ANGLE_LOG,952,84364135,4027,3503
ANGLE_LOG,953,84368108,3973,3503
ANGLE_LOG,954,84372108,4000,3503
ANGLE_LOG,955,84376108,4000,3503
ANGLE_LOG,956,84380108,4000,3503
ANGLE_LOG,957,84384135,4027,3503
ANGLE_LOG,958,84388108,3973,3503
ANGLE_LOG,959,84392108,4000,3503
ANGLE_LOG,960,84396108,4000,3503
ANGLE_LOG,961,84400107,3999,3503
ANGLE_LOG,962,84404135,4028,3503
ANGLE_LOG,963,84408108,3973,3503
ANGLE_LOG,964,84412108,4000,3503
ANGLE_LOG,965,84416108,4000,3503
ANGLE_LOG,966,84420108,4000,3503
ANGLE_LOG,967,84424135,4027,3503
ANGLE_LOG,968,84428108,3973,3503
ANGLE_LOG,969,84432108,4000,3503
ANGLE_LOG,970,84436108,4000,3503
ANGLE_LOG,971,84440108,4000,3503
ANGLE_LOG,972,84444135,4027,3503
ANGLE_LOG,973,84448108,3973,3503
ANGLE_LOG,974,84452108,4000,3503
ANGLE_LOG,975,84456108,4000,3503
ANGLE_LOG,976,84460108,4000,3503
ANGLE_LOG,977,84464135,4027,3503
ANGLE_LOG,978,84468108,3973,3503
ANGLE_LOG,979,84472108,4000,3503
ANGLE_LOG,980,84476108,4000,3503
ANGLE_LOG,981,84480108,4000,3503
ANGLE_LOG,982,84484135,4027,3503
ANGLE_LOG,983,84488108,3973,3503
ANGLE_LOG,984,84492108,4000,3503
ANGLE_LOG,985,84496108,4000,3503
ANGLE_LOG,986,84500108,4000,3503
ANGLE_LOG,987,84504135,4027,3503
ANGLE_LOG,988,84508108,3973,3503
ANGLE_LOG,989,84512108,4000,3503
ANGLE_LOG,990,84516108,4000,3503
ANGLE_LOG,991,84520108,4000,3503
ANGLE_LOG,992,84524135,4027,3503
ANGLE_LOG,993,84528108,3973,3503
ANGLE_LOG,994,84532108,4000,3503
ANGLE_LOG,995,84536108,4000,3503
ANGLE_LOG,996,84540108,4000,3503
ANGLE_LOG,997,84544135,4027,3503
ANGLE_LOG,998,84548108,3973,3503
ANGLE_LOG,999,84552108,4000,3503
ANGLE_LOG,1000,84556108,4000,3503
ANGLE_LOG,1001,84560108,4000,3503
ANGLE_LOG,1002,84564135,4027,3503
ANGLE_LOG,1003,84568108,3973,3503
ANGLE_LOG,1004,84572108,4000,3503
ANGLE_LOG,1005,84576108,4000,3503
ANGLE_LOG,1006,84580108,4000,3503
ANGLE_LOG,1007,84584135,4027,3503
ANGLE_LOG,1008,84588108,3973,3503
ANGLE_LOG,1009,84592108,4000,3503
ANGLE_LOG,1010,84596108,4000,3503
ANGLE_LOG,1011,84600108,4000,3503
ANGLE_LOG,1012,84604135,4027,3503
ANGLE_LOG,1013,84608108,3973,3503
ANGLE_LOG,1014,84612108,4000,3503
ANGLE_LOG,1015,84616108,4000,3503
ANGLE_LOG,1016,84620108,4000,3503
ANGLE_LOG,1017,84624135,4027,3503
ANGLE_LOG,1018,84628108,3973,3503
ANGLE_LOG,1019,84632108,4000,3503
ANGLE_LOG,1020,84636108,4000,3503
ANGLE_LOG,1021,84640108,4000,3503
ANGLE_LOG,1022,84644135,4027,3503
ANGLE_LOG,1023,84648108,3973,3503
ANGLE_LOG,1024,84652108,4000,3503
ANGLE_LOG,1025,84656108,4000,3503
ANGLE_LOG,1026,84660108,4000,3503
ANGLE_LOG,1027,84664135,4027,3503
ANGLE_LOG,1028,84668108,3973,3503
ANGLE_LOG,1029,84672108,4000,3503
ANGLE_LOG,1030,84676108,4000,3503
ANGLE_LOG,1031,84680108,4000,3503
ANGLE_LOG,1032,84684135,4027,3503
ANGLE_LOG,1033,84688108,3973,3503
ANGLE_LOG,1034,84692108,4000,3503
ANGLE_LOG,1035,84696108,4000,3503
ANGLE_LOG,1036,84700108,4000,3503
ANGLE_LOG,1037,84704135,4027,3503
ANGLE_LOG,1038,84708108,3973,3503
ANGLE_LOG,1039,84712108,4000,3503
