cart=0 steps home=0 steps raw=0 active=no ena=OFF enaPin=LOW dir=CW dir26=LOW dir33=HIGH commanded=+0 steps/s current=+0 steps/s homeStop=clear homed=no homing=no travel=0 steps centerHome=0 steps limits=[0,0]
mode=MANUAL telemetry=OFF sensor=online ack=yes rawRead=yes i2c=0 readUs=297 maxReadUs=661 sample=yes angleRef=no(UNSET) cartCenter=0 steps angle=0.0000 rad (0.00 deg) cartVel=0.00 steps/s angleVel=0.0000 rad/s sampleTs=62369185 K=[-2.172154 -2.726762 -297368.531250 -31334.011719]
Angle log enabled: buffer=2048 samples at target 250 Hz
Angle log: ON samples=2048/2048 wrapped=yes
Angle log timing: teacherTimerCallbacks=3118 teacherTaskWakes=3118 teacherTaskNotifications=3118
Angle log session: start_us=67864416 stop_us=0 duration_us=12472719
Angle log disabled
ANGLE_LOG_SESSION_HEADER,start_us,stop_us,duration_us,teacher_timer_callbacks_at_stop,teacher_task_wakes_at_stop,teacher_task_notifications_at_stop,samples
ANGLE_LOG_SESSION,67864416,88744433,20880017,5220,5220,5220,2048
ANGLE_LOG_DIAG_HEADER,teacher_timer_callbacks,teacher_task_wakes,teacher_task_notifications,samples
ANGLE_LOG_DIAG,5220,5220,5220,2048
ANGLE_LOG_HEADER,index,timestamp_us,sample_dt_us,angle_raw_counts
ANGLE_LOG,1040,84716108,4000,3503
ANGLE_LOG,1041,84720108,4000,3503
ANGLE_LOG,1042,84724135,4027,3503
ANGLE_LOG,1043,84728108,3973,3503
ANGLE_LOG,1044,84732108,4000,3503
ANGLE_LOG,1045,84736108,4000,3503
ANGLE_LOG,1046,84740108,4000,3503
ANGLE_LOG,1047,84744135,4027,3503
ANGLE_LOG,1048,84748108,3973,3503
ANGLE_LOG,1049,84752108,4000,3503
ANGLE_LOG,1050,84756108,4000,3503
ANGLE_LOG,1051,84760108,4000,3503
ANGLE_LOG,1052,84764135,4027,3503
ANGLE_LOG,1053,84768108,3973,3503
ANGLE_LOG,1054,84772108,4000,3503
ANGLE_LOG,1055,84776108,4000,3503
ANGLE_LOG,1056,84780108,4000,3503
ANGLE_LOG,1057,84784135,4027,3503
ANGLE_LOG,1058,84788108,3973,3503
ANGLE_LOG,1059,84792108,4000,3503
ANGLE_LOG,1060,84796108,4000,3503
ANGLE_LOG,1061,84800108,4000,3503
ANGLE_LOG,1062,84804135,4027,3503
ANGLE_LOG,1063,84808108,3973,3503
ANGLE_LOG,1064,84812108,4000,3503
ANGLE_LOG,1065,84816108,4000,3503
ANGLE_LOG,1066,84820108,4000,3503
ANGLE_LOG,1067,84824135,4027,3503
ANGLE_LOG,1068,84828108,3973,3503
ANGLE_LOG,1069,84832108,4000,3503
ANGLE_LOG,1070,84836108,4000,3503
ANGLE_LOG,1071,84840108,4000,3503
ANGLE_LOG,1072,84844135,4027,3503
ANGLE_LOG,1073,84848108,3973,3503
ANGLE_LOG,1074,84852108,4000,3503
ANGLE_LOG,1075,84856108,4000,3503
ANGLE_LOG,1076,84860108,4000,3503
ANGLE_LOG,1077,84864135,4027,3503
ANGLE_LOG,1078,84868108,3973,3503
ANGLE_LOG,1079,84872108,4000,3503
ANGLE_LOG,1080,84876108,4000,3503
ANGLE_LOG,1081,84880108,4000,3503
ANGLE_LOG,1082,84884135,4027,3503
ANGLE_LOG,1083,84888108,3973,3503
ANGLE_LOG,1084,84892108,4000,3503
ANGLE_LOG,1085,84896108,4000,3503
ANGLE_LOG,1086,84900108,4000,3503
ANGLE_LOG,1087,84904135,4027,3503
ANGLE_LOG,1088,84908108,3973,3503
ANGLE_LOG,1089,84912108,4000,3503
ANGLE_LOG,1090,84916108,4000,3503
ANGLE_LOG,1091,84920108,4000,3503
ANGLE_LOG,1092,84924135,4027,3503
ANGLE_LOG,1093,84928108,3973,3503
ANGLE_LOG,1094,84932108,4000,3503
ANGLE_LOG,1095,84936108,4000,3503
ANGLE_LOG,1096,84940108,4000,3503
ANGLE_LOG,1097,84944135,4027,3503
ANGLE_LOG,1098,84948108,3973,3503
ANGLE_LOG,1099,84952108,4000,3503
ANGLE_LOG,1100,84956108,4000,3503
ANGLE_LOG,1101,84960108,4000,3503
ANGLE_LOG,1102,84964135,4027,3503
ANGLE_LOG,1103,84968108,3973,3503
ANGLE_LOG,1104,84972108,4000,3503
ANGLE_LOG,1105,84976108,4000,3503
ANGLE_LOG,1106,84980108,4000,3503
ANGLE_LOG,1107,84984135,4027,3503
ANGLE_LOG,1108,84988108,3973,3503
ANGLE_LOG,1109,84992108,4000,3503
ANGLE_LOG,1110,84996108,4000,3503
ANGLE_LOG,1111,85000108,4000,3503
ANGLE_LOG,1112,85004135,4027,3503
ANGLE_LOG,1113,85008108,3973,3503
ANGLE_LOG,1114,85012108,4000,3503
ANGLE_LOG,1115,85016108,4000,3503
ANGLE_LOG,1116,85020108,4000,3503
ANGLE_LOG,1117,85024135,4027,3503
ANGLE_LOG,1118,85028108,3973,3503
ANGLE_LOG,1119,85032108,4000,3503
ANGLE_LOG,1120,85036108,4000,3503
ANGLE_LOG,1121,85040108,4000,3503
ANGLE_LOG,1122,85044135,4027,3503
ANGLE_LOG,1123,85048108,3973,3503
ANGLE_LOG,1124,85052108,4000,3503
ANGLE_LOG,1125,85056108,4000,3503
ANGLE_LOG,1126,85060108,4000,3503
ANGLE_LOG,1127,85064135,4027,3503
ANGLE_LOG,1128,85068108,3973,3503
ANGLE_LOG,1129,85072108,4000,3503
ANGLE_LOG,1130,85076108,4000,3503
ANGLE_LOG,1131,85080108,4000,3503
ANGLE_LOG,1132,85084135,4027,3503
ANGLE_LOG,1133,85088108,3973,3503
ANGLE_LOG,1134,85092108,4000,3503
ANGLE_LOG,1135,85096108,4000,3503
ANGLE_LOG,1136,85100108,4000,3503
ANGLE_LOG,1137,85104135,4027,3503
ANGLE_LOG,1138,85108108,3973,3503
ANGLE_LOG,1139,85112108,4000,3503
ANGLE_LOG,1140,85116108,4000,3503
ANGLE_LOG,1141,85120108,4000,3503
ANGLE_LOG,1142,85124135,4027,3503
ANGLE_LOG,1143,85128108,3973,3503
ANGLE_LOG,1144,85132108,4000,3503
ANGLE_LOG,1145,85136108,4000,3503
ANGLE_LOG,1146,85140108,4000,3503
ANGLE_LOG,1147,85144135,4027,3503
ANGLE_LOG,1148,85148108,3973,3503
ANGLE_LOG,1149,85152108,4000,3503
ANGLE_LOG,1150,85156108,4000,3503
ANGLE_LOG,1151,85160108,4000,3503
ANGLE_LOG,1152,85164135,4027,3503
ANGLE_LOG,1153,85168108,3973,3503
ANGLE_LOG,1154,85172108,4000,3503
ANGLE_LOG,1155,85176108,4000,3503
ANGLE_LOG,1156,85180108,4000,3503
ANGLE_LOG,1157,85184135,4027,3503
ANGLE_LOG,1158,85188108,3973,3503
ANGLE_LOG,1159,85192108,4000,3503
ANGLE_LOG,1160,85196108,4000,3503
ANGLE_LOG,1161,85200108,4000,3503
ANGLE_LOG,1162,85204135,4027,3503
ANGLE_LOG,1163,85208108,3973,3503
ANGLE_LOG,1164,85212108,4000,3503
ANGLE_LOG,1165,85216108,4000,3503
ANGLE_LOG,1166,85220108,4000,3503
ANGLE_LOG,1167,85224135,4027,3503
ANGLE_LOG,1168,85228108,3973,3503
ANGLE_LOG,1169,85232108,4000,3503
ANGLE_LOG,1170,85236108,4000,3503
ANGLE_LOG,1171,85240108,4000,3503
ANGLE_LOG,1172,85244135,4027,3503
ANGLE_LOG,1173,85248108,3973,3503
ANGLE_LOG,1174,85252108,4000,3503
ANGLE_LOG,1175,85256108,4000,3503
ANGLE_LOG,1176,85260108,4000,3503
ANGLE_LOG,1177,85264135,4027,3503
ANGLE_LOG,1178,85268108,3973,3503
ANGLE_LOG,1179,85272108,4000,3503
ANGLE_LOG,1180,85276108,4000,3503
ANGLE_LOG,1181,85280108,4000,3503
ANGLE_LOG,1182,85284135,4027,3503
ANGLE_LOG,1183,85288108,3973,3503
ANGLE_LOG,1184,85292108,4000,3503
ANGLE_LOG,1185,85296108,4000,3503
ANGLE_LOG,1186,85300108,4000,3503
ANGLE_LOG,1187,85304135,4027,3503
ANGLE_LOG,1188,85308108,3973,3503
ANGLE_LOG,1189,85312108,4000,3503
ANGLE_LOG,1190,85316108,4000,3503
ANGLE_LOG,1191,85320108,4000,3503
ANGLE_LOG,1192,85324135,4027,3503
ANGLE_LOG,1193,85328108,3973,3503
ANGLE_LOG,1194,85332108,4000,3503
ANGLE_LOG,1195,85336108,4000,3503
ANGLE_LOG,1196,85340108,4000,3503
ANGLE_LOG,1197,85344135,4027,3503
ANGLE_LOG,1198,85348108,3973,3503
ANGLE_LOG,1199,85352108,4000,3503
ANGLE_LOG,1200,85356108,4000,3503
ANGLE_LOG,1201,85360108,4000,3503
ANGLE_LOG,1202,85364135,4027,3503
ANGLE_LOG,1203,85368108,3973,3503
ANGLE_LOG,1204,85372108,4000,3503
ANGLE_LOG,1205,85376108,4000,3503
ANGLE_LOG,1206,85380108,4000,3503
ANGLE_LOG,1207,85384135,4027,3503
ANGLE_LOG,1208,85388108,3973,3503
ANGLE_LOG,1209,85392108,4000,3503
ANGLE_LOG,1210,85396108,4000,3503
ANGLE_LOG,1211,85400108,4000,3503
ANGLE_LOG,1212,85404135,4027,3503
ANGLE_LOG,1213,85408108,3973,3503
ANGLE_LOG,1214,85412108,4000,3503
ANGLE_LOG,1215,85416108,4000,3503
ANGLE_LOG,1216,85420108,4000,3503
ANGLE_LOG,1217,85424135,4027,3503
ANGLE_LOG,1218,85428108,3973,3503
ANGLE_LOG,1219,85432108,4000,3503
ANGLE_LOG,1220,85436108,4000,3503
ANGLE_LOG,1221,85440108,4000,3503
ANGLE_LOG,1222,85444135,4027,3503
ANGLE_LOG,1223,85448108,3973,3503
ANGLE_LOG,1224,85452108,4000,3503
ANGLE_LOG,1225,85456108,4000,3503
ANGLE_LOG,1226,85460108,4000,3503
ANGLE_LOG,1227,85464135,4027,3503
ANGLE_LOG,1228,85468108,3973,3503
ANGLE_LOG,1229,85472108,4000,3503
ANGLE_LOG,1230,85476108,4000,3503
ANGLE_LOG,1231,85480108,4000,3503
ANGLE_LOG,1232,85484135,4027,3503
ANGLE_LOG,1233,85488108,3973,3503
ANGLE_LOG,1234,85492108,4000,3503
ANGLE_LOG,1235,85496108,4000,3503
ANGLE_LOG,1236,85500108,4000,3503
ANGLE_LOG,1237,85504135,4027,3503
ANGLE_LOG,1238,85508108,3973,3503
ANGLE_LOG,1239,85512108,4000,3503
ANGLE_LOG,1240,85516108,4000,3503
ANGLE_LOG,1241,85520108,4000,3503
ANGLE_LOG,1242,85524135,4027,3503
ANGLE_LOG,1243,85528108,3973,3503
ANGLE_LOG,1244,85532108,4000,3503
ANGLE_LOG,1245,85536108,4000,3503
ANGLE_LOG,1246,85540108,4000,3503
ANGLE_LOG,1247,85544135,4027,3503
ANGLE_LOG,1248,85548108,3973,3503
ANGLE_LOG,1249,85552108,4000,3503
ANGLE_LOG,1250,85556108,4000,3503
ANGLE_LOG,1251,85560108,4000,3503
ANGLE_LOG,1252,85564135,4027,3503
ANGLE_LOG,1253,85568108,3973,3503
ANGLE_LOG,1254,85572108,4000,3503
ANGLE_LOG,1255,85576108,4000,3503
ANGLE_LOG,1256,85580108,4000,3503
ANGLE_LOG,1257,85584135,4027,3503
ANGLE_LOG,1258,85588108,3973,3503
ANGLE_LOG,1259,85592108,4000,3503
ANGLE_LOG,1260,85596108,4000,3503
ANGLE_LOG,1261,85600108,4000,3503
ANGLE_LOG,1262,85604135,4027,3503
ANGLE_LOG,1263,85608108,3973,3503
ANGLE_LOG,1264,85612108,4000,3503
ANGLE_LOG,1265,85616108,4000,3503
ANGLE_LOG,1266,85620108,4000,3503
ANGLE_LOG,1267,85624135,4027,3503
ANGLE_LOG,1268,85628108,3973,3503
ANGLE_LOG,1269,85632108,4000,3503
ANGLE_LOG,1270,85636108,4000,3503
ANGLE_LOG,1271,85640108,4000,3503
ANGLE_LOG,1272,85644135,4027,3503
ANGLE_LOG,1273,85648108,3973,3503
ANGLE_LOG,1274,85652108,4000,3503
ANGLE_LOG,1275,85656108,4000,3503
ANGLE_LOG,1276,85660108,4000,3503
ANGLE_LOG,1277,85664135,4027,3503
ANGLE_LOG,1278,85668108,3973,3503
ANGLE_LOG,1279,85672108,4000,3503
ANGLE_LOG,1280,85676108,4000,3503
ANGLE_LOG,1281,85680108,4000,3503
ANGLE_LOG,1282,85684135,4027,3503
ANGLE_LOG,1283,85688108,3973,3503
ANGLE_LOG,1284,85692108,4000,3503
ANGLE_LOG,1285,85696108,4000,3503
ANGLE_LOG,1286,85700108,4000,3503
ANGLE_LOG,1287,85704135,4027,3503
ANGLE_LOG,1288,85708108,3973,3503
ANGLE_LOG,1289,85712108,4000,3503
ANGLE_LOG,1290,85716108,4000,3503
ANGLE_LOG,1291,85720108,4000,3503
ANGLE_LOG,1292,85724135,4027,3503
ANGLE_LOG,1293,85728108,3973,3503
ANGLE_LOG,1294,85732108,4000,3503
ANGLE_LOG,1295,85736108,4000,3503
ANGLE_LOG,1296,85740108,4000,3503
ANGLE_LOG,1297,85744135,4027,3503
ANGLE_LOG,1298,85748108,3973,3503
ANGLE_LOG,1299,85752108,4000,3503
ANGLE_LOG,1300,85756108,4000,3503
ANGLE_LOG,1301,85760108,4000,3503
ANGLE_LOG,1302,85764135,4027,3503
ANGLE_LOG,1303,85768108,3973,3503
ANGLE_LOG,1304,85772108,4000,3503
ANGLE_LOG,1305,85776108,4000,3503
ANGLE_LOG,1306,85780108,4000,3503
ANGLE_LOG,1307,85784135,4027,3503
ANGLE_LOG,1308,85788108,3973,3503
ANGLE_LOG,1309,85792108,4000,3503
ANGLE_LOG,1310,85796108,4000,3503
ANGLE_LOG,1311,85800108,4000,3503
ANGLE_LOG,1312,85804135,4027,3503
ANGLE_LOG,1313,85808108,3973,3503
ANGLE_LOG,1314,85812108,4000,3503
ANGLE_LOG,1315,85816108,4000,3503
ANGLE_LOG,1316,85820108,4000,3503
ANGLE_LOG,1317,85824135,4027,3503
ANGLE_LOG,1318,85828108,3973,3503
ANGLE_LOG,1319,85832108,4000,3503
ANGLE_LOG,1320,85836108,4000,3503
ANGLE_LOG,1321,85840108,4000,3503
ANGLE_LOG,1322,85844135,4027,3503
ANGLE_LOG,1323,85848108,3973,3503
ANGLE_LOG,1324,85852108,4000,3503
ANGLE_LOG,1325,85856108,4000,3503
ANGLE_LOG,1326,85860108,4000,3503
ANGLE_LOG,1327,85864135,4027,3503
ANGLE_LOG,1328,85868108,3973,3503
ANGLE_LOG,1329,85872108,4000,3503
ANGLE_LOG,1330,85876108,4000,3503
ANGLE_LOG,1331,85880108,4000,3503
ANGLE_LOG,1332,85884135,4027,3503
ANGLE_LOG,1333,85888108,3973,3503
ANGLE_LOG,1334,85892108,4000,3503
ANGLE_LOG,1335,85896108,4000,3503
ANGLE_LOG,1336,85900108,4000,3503
ANGLE_LOG,1337,85904135,4027,3503
ANGLE_LOG,1338,85908108,3973,3503
ANGLE_LOG,1339,85912108,4000,3503
ANGLE_LOG,1340,85916108,4000,3503
ANGLE_LOG,1341,85920108,4000,3503
ANGLE_LOG,1342,85924135,4027,3503
ANGLE_LOG,1343,85928108,3973,3503
ANGLE_LOG,1344,85932108,4000,3503
ANGLE_LOG,1345,85936108,4000,3503
ANGLE_LOG,1346,85940108,4000,3503
ANGLE_LOG,1347,85944135,4027,3503
ANGLE_LOG,1348,85948108,3973,3503
ANGLE_LOG,1349,85952108,4000,3503
ANGLE_LOG,1350,85956108,4000,3503
ANGLE_LOG,1351,85960108,4000,3503
ANGLE_LOG,1352,85964135,4027,3503
ANGLE_LOG,1353,85968108,3973,3503
ANGLE_LOG,1354,85972108,4000,3503
ANGLE_LOG,1355,85976108,4000,3503
ANGLE_LOG,1356,85980108,4000,3503
ANGLE_LOG,1357,85984135,4027,3503
ANGLE_LOG,1358,85988108,3973,3503
ANGLE_LOG,1359,85992108,4000,3503
ANGLE_LOG,1360,85996108,4000,3503
ANGLE_LOG,1361,86000108,4000,3503
ANGLE_LOG,1362,86004135,4027,3503
ANGLE_LOG,1363,86008108,3973,3503
ANGLE_LOG,1364,86012108,4000,3503
ANGLE_LOG,1365,86016108,4000,3503
ANGLE_LOG,1366,86020108,4000,3503
ANGLE_LOG,1367,86024135,4027,3503
ANGLE_LOG,1368,86028108,3973,3503
ANGLE_LOG,1369,86032108,4000,3503
ANGLE_LOG,1370,86036108,4000,3503
ANGLE_LOG,1371,86040108,4000,3503
ANGLE_LOG,1372,86044135,4027,3503
ANGLE_LOG,1373,86048108,3973,3503
ANGLE_LOG,1374,86052108,4000,3503
ANGLE_LOG,1375,86056108,4000,3503
ANGLE_LOG,1376,86060108,4000,3503
ANGLE_LOG,1377,86064135,4027,3503
ANGLE_LOG,1378,86068108,3973,3503
ANGLE_LOG,1379,86072108,4000,3503
ANGLE_LOG,1380,86076108,4000,3503
ANGLE_LOG,1381,86080108,4000,3503
ANGLE_LOG,1382,86084135,4027,3503
ANGLE_LOG,1383,86088108,3973,3503
ANGLE_LOG,1384,86092108,4000,3503
ANGLE_LOG,1385,86096108,4000,3503
ANGLE_LOG,1386,86100108,4000,3503
ANGLE_LOG,1387,86104135,4027,3503
ANGLE_LOG,1388,86108108,3973,3503
ANGLE_LOG,1389,86112108,4000,3503
ANGLE_LOG,1390,86116108,4000,3503
ANGLE_LOG,1391,86120108,4000,3503
ANGLE_LOG,1392,86124135,4027,3503
ANGLE_LOG,1393,86128108,3973,3503
ANGLE_LOG,1394,86132108,4000,3503
ANGLE_LOG,1395,86136108,4000,3503
ANGLE_LOG,1396,86140108,4000,3503
ANGLE_LOG,1397,86144135,4027,3503
ANGLE_LOG,1398,86148108,3973,3503
ANGLE_LOG,1399,86152108,4000,3503
ANGLE_LOG,1400,86156108,4000,3503
ANGLE_LOG,1401,86160108,4000,3503
ANGLE_LOG,1402,86164135,4027,3503
ANGLE_LOG,1403,86168108,3973,3503
ANGLE_LOG,1404,86172108,4000,3503
ANGLE_LOG,1405,86176108,4000,3503
ANGLE_LOG,1406,86180108,4000,3503
ANGLE_LOG,1407,86184135,4027,3503
ANGLE_LOG,1408,86188108,3973,3503
ANGLE_LOG,1409,86192108,4000,3503
ANGLE_LOG,1410,86196108,4000,3503
ANGLE_LOG,1411,86200108,4000,3503
ANGLE_LOG,1412,86204135,4027,3503
ANGLE_LOG,1413,86208108,3973,3503
ANGLE_LOG,1414,86212108,4000,3503
ANGLE_LOG,1415,86216108,4000,3503
ANGLE_LOG,1416,86220108,4000,3503
ANGLE_LOG,1417,86224135,4027,3503
ANGLE_LOG,1418,86228108,3973,3503
ANGLE_LOG,1419,86232108,4000,3503
ANGLE_LOG,1420,86236108,4000,3503
ANGLE_LOG,1421,86240108,4000,3503
ANGLE_LOG,1422,86244135,4027,3503
ANGLE_LOG,1423,86248108,3973,3503
ANGLE_LOG,1424,86252108,4000,3503
ANGLE_LOG,1425,86256108,4000,3503
ANGLE_LOG,1426,86260108,4000,3503
ANGLE_LOG,1427,86264135,4027,3503
ANGLE_LOG,1428,86268108,3973,3503
ANGLE_LOG,1429,86272108,4000,3503
ANGLE_LOG,1430,86276108,4000,3503
ANGLE_LOG,1431,86280108,4000,3503
ANGLE_LOG,1432,86284135,4027,3503
ANGLE_LOG,1433,86288108,3973,3503
ANGLE_LOG,1434,86292108,4000,3503
ANGLE_LOG,1435,86296108,4000,3503
ANGLE_LOG,1436,86300108,4000,3503
ANGLE_LOG,1437,86304135,4027,3503
ANGLE_LOG,1438,86308108,3973,3503
ANGLE_LOG,1439,86312108,4000,3503
ANGLE_LOG,1440,86316108,4000,3503
ANGLE_LOG,1441,86320108,4000,3503
ANGLE_LOG,1442,86324135,4027,3503
ANGLE_LOG,1443,86328108,3973,3503
ANGLE_LOG,1444,86332108,4000,3503
ANGLE_LOG,1445,86336108,4000,3503
ANGLE_LOG,1446,86340108,4000,3503
ANGLE_LOG,1447,86344135,4027,3503
ANGLE_LOG,1448,86348108,3973,3503
ANGLE_LOG,1449,86352108,4000,3503
ANGLE_LOG,1450,86356108,4000,3503
ANGLE_LOG,1451,86360108,4000,3503
ANGLE_LOG,1452,86364135,4027,3503
ANGLE_LOG,1453,86368108,3973,3503
ANGLE_LOG,1454,86372108,4000,3503
ANGLE_LOG,1455,86376108,4000,3503
ANGLE_LOG,1456,86380108,4000,3503
ANGLE_LOG,1457,86384135,4027,3503
ANGLE_LOG,1458,86388108,3973,3503
ANGLE_LOG,1459,86392108,4000,3503
ANGLE_LOG,1460,86396108,4000,3503
ANGLE_LOG,1461,86400108,4000,3503
ANGLE_LOG,1462,86404135,4027,3503
ANGLE_LOG,1463,86408108,3973,3503
ANGLE_LOG,1464,86412108,4000,3503
ANGLE_LOG,1465,86416108,4000,3503
ANGLE_LOG,1466,86420108,4000,3503
ANGLE_LOG,1467,86424135,4027,3503
ANGLE_LOG,1468,86428108,3973,3503
ANGLE_LOG,1469,86432108,4000,3503
ANGLE_LOG,1470,86436108,4000,3503
ANGLE_LOG,1471,86440108,4000,3503
ANGLE_LOG,1472,86444135,4027,3503
ANGLE_LOG,1473,86448108,3973,3503
ANGLE_LOG,1474,86452108,4000,3503
ANGLE_LOG,1475,86456108,4000,3503
ANGLE_LOG,1476,86460108,4000,3503
ANGLE_LOG,1477,86464135,4027,3503
ANGLE_LOG,1478,86468108,3973,3503
ANGLE_LOG,1479,86472108,4000,3503
ANGLE_LOG,1480,86476108,4000,3503
ANGLE_LOG,1481,86480108,4000,3503
ANGLE_LOG,1482,86484135,4027,3503
ANGLE_LOG,1483,86488108,3973,3503
ANGLE_LOG,1484,86492108,4000,3503
ANGLE_LOG,1485,86496108,4000,3503
ANGLE_LOG,1486,86500108,4000,3503
ANGLE_LOG,1487,86504135,4027,3503
ANGLE_LOG,1488,86508108,3973,3503
ANGLE_LOG,1489,86512108,4000,3503
ANGLE_LOG,1490,86516108,4000,3503
ANGLE_LOG,1491,86520108,4000,3503
ANGLE_LOG,1492,86524135,4027,3503
ANGLE_LOG,1493,86528108,3973,3503
ANGLE_LOG,1494,86532108,4000,3503
ANGLE_LOG,1495,86536108,4000,3503
ANGLE_LOG,1496,86540108,4000,3503
ANGLE_LOG,1497,86544135,4027,3503
ANGLE_LOG,1498,86548108,3973,3503
ANGLE_LOG,1499,86552108,4000,3503
ANGLE_LOG,1500,86556108,4000,3503
ANGLE_LOG,1501,86560108,4000,3503
ANGLE_LOG,1502,86564135,4027,3503
ANGLE_LOG,1503,86568108,3973,3503
ANGLE_LOG,1504,86572108,4000,3503
ANGLE_LOG,1505,86576108,4000,3503
ANGLE_LOG,1506,86580108,4000,3503
ANGLE_LOG,1507,86584135,4027,3503
ANGLE_LOG,1508,86588108,3973,3503
ANGLE_LOG,1509,86592108,4000,3503
ANGLE_LOG,1510,86596108,4000,3503
ANGLE_LOG,1511,86600108,4000,3503
ANGLE_LOG,1512,86604135,4027,3503
ANGLE_LOG,1513,86608108,3973,3503
ANGLE_LOG,1514,86612108,4000,3503
ANGLE_LOG,1515,86616108,4000,3503
ANGLE_LOG,1516,86620108,4000,3503
ANGLE_LOG,1517,86624135,4027,3503
ANGLE_LOG,1518,86628108,3973,3503
ANGLE_LOG,1519,86632108,4000,3503
ANGLE_LOG,1520,86636108,4000,3503
ANGLE_LOG,1521,86640108,4000,3503
ANGLE_LOG,1522,86644135,4027,3503
ANGLE_LOG,1523,86648108,3973,3503
ANGLE_LOG,1524,86652108,4000,3503
ANGLE_LOG,1525,86656108,4000,3503
ANGLE_LOG,1526,86660108,4000,3503
ANGLE_LOG,1527,86664135,4027,3503
ANGLE_LOG,1528,86668108,3973,3503
ANGLE_LOG,1529,86672108,4000,3503
ANGLE_LOG,1530,86676108,4000,3503
ANGLE_LOG,1531,86680108,4000,3503
ANGLE_LOG,1532,86684135,4027,3503
ANGLE_LOG,1533,86688108,3973,3503
ANGLE_LOG,1534,86692108,4000,3503
ANGLE_LOG,1535,86696108,4000,3503
ANGLE_LOG,1536,86700108,4000,3503
ANGLE_LOG,1537,86704135,4027,3503
ANGLE_LOG,1538,86708108,3973,3503
ANGLE_LOG,1539,86712108,4000,3503
ANGLE_LOG,1540,86716108,4000,3503
ANGLE_LOG,1541,86720108,4000,3503
ANGLE_LOG,1542,86724135,4027,3503
ANGLE_LOG,1543,86728108,3973,3503
ANGLE_LOG,1544,86732108,4000,3503
ANGLE_LOG,1545,86736108,4000,3503
ANGLE_LOG,1546,86740108,4000,3503
ANGLE_LOG,1547,86744135,4027,3503
ANGLE_LOG,1548,86748108,3973,3503
ANGLE_LOG,1549,86752108,4000,3503
ANGLE_LOG,1550,86756108,4000,3503
ANGLE_LOG,1551,86760108,4000,3503
ANGLE_LOG,1552,86764135,4027,3503
ANGLE_LOG,1553,86768108,3973,3503
ANGLE_LOG,1554,86772108,4000,3503
ANGLE_LOG,1555,86776108,4000,3503
ANGLE_LOG,1556,86780108,4000,3503
ANGLE_LOG,1557,86784135,4027,3503
ANGLE_LOG,1558,86788108,3973,3503
ANGLE_LOG,1559,86792108,4000,3503
ANGLE_LOG,1560,86796108,4000,3503
ANGLE_LOG,1561,86800108,4000,3503
ANGLE_LOG,1562,86804135,4027,3503
ANGLE_LOG,1563,86808108,3973,3503
ANGLE_LOG,1564,86812108,4000,3503
ANGLE_LOG,1565,86816108,4000,3503
ANGLE_LOG,1566,86820108,4000,3503
ANGLE_LOG,1567,86824135,4027,3503
ANGLE_LOG,1568,86828108,3973,3503
ANGLE_LOG,1569,86832108,4000,3503
ANGLE_LOG,1570,86836108,4000,3503
ANGLE_LOG,1571,86840108,4000,3503
ANGLE_LOG,1572,86844135,4027,3503
ANGLE_LOG,1573,86848108,3973,3503
ANGLE_LOG,1574,86852108,4000,3503
ANGLE_LOG,1575,86856108,4000,3503
ANGLE_LOG,1576,86860108,4000,3503
ANGLE_LOG,1577,86864135,4027,3503
ANGLE_LOG,1578,86868108,3973,3503
ANGLE_LOG,1579,86872108,4000,3503
ANGLE_LOG,1580,86876108,4000,3503
ANGLE_LOG,1581,86880108,4000,3503
ANGLE_LOG,1582,86884135,4027,3503
ANGLE_LOG,1583,86888108,3973,3503
ANGLE_LOG,1584,86892108,4000,3503
ANGLE_LOG,1585,86896108,4000,3503
ANGLE_LOG,1586,86900108,4000,3503
ANGLE_LOG,1587,86904135,4027,3503
ANGLE_LOG,1588,86908108,3973,3503
ANGLE_LOG,1589,86912108,4000,3503
ANGLE_LOG,1590,86916108,4000,3503
ANGLE_LOG,1591,86920108,4000,3503
ANGLE_LOG,1592,86924135,4027,3503
ANGLE_LOG,1593,86928108,3973,3503
ANGLE_LOG,1594,86932108,4000,3503
ANGLE_LOG,1595,86936108,4000,3503
ANGLE_LOG,1596,86940108,4000,3503
ANGLE_LOG,1597,86944135,4027,3503
ANGLE_LOG,1598,86948108,3973,3503
ANGLE_LOG,1599,86952108,4000,3503
ANGLE_LOG,1600,86956108,4000,3503
ANGLE_LOG,1601,86960108,4000,3503
ANGLE_LOG,1602,86964135,4027,3503
ANGLE_LOG,1603,86968108,3973,3503
ANGLE_LOG,1604,86972108,4000,3503
ANGLE_LOG,1605,86976108,4000,3503
ANGLE_LOG,1606,86980107,3999,3503
ANGLE_LOG,1607,86984135,4028,3503
ANGLE_LOG,1608,86988108,3973,3503
ANGLE_LOG,1609,86992108,4000,3503
ANGLE_LOG,1610,86996108,4000,3503
ANGLE_LOG,1611,87000108,4000,3503
ANGLE_LOG,1612,87004135,4027,3503
ANGLE_LOG,1613,87008108,3973,3503
ANGLE_LOG,1614,87012108,4000,3503
ANGLE_LOG,1615,87016108,4000,3503
ANGLE_LOG,1616,87020108,4000,3503
ANGLE_LOG,1617,87024135,4027,3503
ANGLE_LOG,1618,87028108,3973,3503
