frame_index,frame_filename,control_step,simulated_time_s,cart_position_steps,cart_velocity_steps_s,pole_angle_rad,pole_angle_deg,pole_angle_rate_rad_s,pole_angle_rate_deg_s,raw_control_steps_s,target_control_steps_s,applied_control_steps_s
37,frame_000037.png,38,0.152,1281.089201852842,11850.13954962609,0.014858015375395217,0.8513015729506315,-0.557504037553447,-31.942628413315468,22432.733951508802,12000.0,12000.0
38,frame_000038.png,39,0.156,1328.5271732166002,11868.846132252995,0.012634413033680304,0.7238985434549602,-0.5542971333040104,-31.75888633452018,22044.697234923107,12000.0,12000.0
39,frame_000039.png,40,0.16,1376.0353007496233,11885.217634258534,0.010422571797058858,0.5971693756435545,-0.5516234850067131,-31.605697571182706,21638.003992639937,12000.0,12000.0
40,frame_000040.png,41,0.164,1423.6048270901533,11899.545536006439,0.008220300196846721,0.4709885076098769,-0.549512315099356,-31.48473644565612,21211.884265997014,12000.0,12000.0
41,frame_000041.png,42,0.168,1471.2280880288342,11912.084933334076,0.006025296648731254,0.3452240682866198,-0.5479894589583771,-31.39748321597245,20765.546500050827,12000.0,12000.0
42,frame_000042.png,43,0.17200000000000001,1518.8983760541266,11923.059079312101,0.0038351618789017002,0.21973858941053034,-0.5470779259563995,-31.34525622207224,20298.17568772061,12000.0,12000.0
43,frame_000043.png,44,0.176,1566.6098209308936,11932.663359071352,0.001647409245068423,0.09438959687325377,-0.546798390960239,-31.32924004656604,19808.931572640126,12000.0,12000.0
44,frame_000044.png,45,0.18,1614.357285185967,11941.068768465271,-0.0005405267871558543,-0.03096990361779661,-0.5471696251518998,-31.350510198959157,19296.946896703284,12000.0,12000.0
45,frame_000045.png,46,0.184,1662.1362726399025,11948.424958502463,-0.0027312837853539357,-0.15649103355329597,-0.5482088739471407,-31.410054768790513,18761.32567978467,12000.0,12000.0
46,frame_000046.png,47,0.188,1709.9428483564132,11954.862899752823,-0.004927565910881888,-0.28232872996606934,-0.5499321888168357,-31.508793437596175,18201.141520415094,12000.0,12000.0
47,frame_000047.png,48,0.192,1757.773568584248,11960.497214164703,-0.007132139726452136,-0.4086415052232969,-0.5523547189682884,-31.6475941910176,17615.435907318297,12000.0,12000.0
48,frame_000048.png,49,0.196,1805.6254194441958,11965.428215809081,-0.0093478311005922,-0.5355912696650644,-0.5554909681017438,-31.82728802986616,17003.216532690534,12000.0,12000.0
49,frame_000049.png,50,0.2,1853.4957632695828,11969.743696884398,-0.011577523078412356,-0.6633432096083365,-0.5593550208083338,-32.048681941769864,16363.455598947075,12000.0,12000.0
50,frame_000050.png,51,0.20400000000000001,1901.3822916449121,11973.520490780349,-0.01382415460524501,-0.7920657142168797,-0.5639607426079936,-32.31257036250177,15695.08811138573,12000.0,12000.0
51,frame_000051.png,52,0.20800000000000002,1949.282984306532,11976.825840029609,-0.0160907200047197,-0.9219303455971629,-0.5693219571293509,-32.61974532763979,14997.01014984083,12000.0,12000.0
52,frame_000052.png,53,0.212,1997.1960731735965,11979.718593502681,-0.018380269125977077,-1.053111847233097,-0.575452603499338,-32.97100549032726,14268.077112934698,12000.0,12000.0
53,frame_000053.png,54,0.216,2045.1200108689236,11982.250254160883,-0.020695908086236833,-1.185788186532043,-0.5823668766305398,-33.36716415914582,13507.101928987488,12000.0,12000.0
54,frame_000054.png,55,0.22,2093.053443169289,11984.465896021811,-0.02304080054502244,-1.3201406278325127,-0.5900793527622641,-33.80905649108901,12712.853228030435,12000.0,12000.0
55,frame_000055.png,56,0.224,2140.9662384535645,11971.931746115977,-0.02541484652190022,-1.456163442677622,-0.5969436356766251,-34.20235093146565,11884.053469690087,11884.053469690087,11884.053469690087
56,frame_000056.png,57,0.228,2188.6195324253345,11854.715239769052,-0.02779402647324681,-1.5924804125919223,-0.592646339996671,-33.956134025684484,11032.897675449181,11032.897675449181,11032.897675449181
57,frame_000057.png,58,0.232,2235.6362591111842,11653.648103155867,-0.030138480579193307,-1.7268077381247733,-0.5795807129765778,-33.20752874074105,10243.944729237224,10243.944729237224,10243.944729237224
58,frame_000058.png,59,0.23600000000000002,2281.715692992403,11386.068837453407,-0.032417091264589054,-1.8573625135513614,-0.5597246297212933,-32.069858972552865,9510.041755130624,9510.041755130624,9510.041755130624
59,frame_000059.png,60,0.24,2326.6206118939153,11066.390613302778,-0.034605958395176384,-1.9827753620489263,-0.5347089355723713,-30.63656527622953,8825.092115973346,8825.092115973346,8825.092115973346
60,frame_000060.png,61,0.244,2370.1665478863692,10706.577382924193,-0.036687125671852096,-2.10201746346318,-0.5058747027654833,-28.984485430897188,8183.888029561238,8183.888029561238,8183.888029561238
61,frame_000061.png,62,0.248,2412.212788708635,10316.543028208702,-0.038647517463315614,-2.21433963930613,-0.4743211929662777,-27.176602490578023,7581.970113668311,7581.970113668311,7581.970113668311
62,frame_000062.png,63,0.252,2452.654846707179,9904.485971063383,-0.04047805190525929,-2.3192215370828384,-0.4409460280055596,-25.264346397775967,7015.509515292585,7015.509515292585,7015.509515292585
63,frame_000063.png,64,0.256,2491.4181579820442,9477.169666369251,-0.04217290161836882,-2.416329272552973,-0.40647882854920403,-23.289521337291188,6481.208980776723,6481.208980776723,6481.208980776723
64,frame_000064.png,65,0.26,2528.452812746369,9040.157715793113,-0.04372887802949569,-2.5054801539324547,-0.37150937701423226,-21.285919352450026,5976.219811534174,5976.219811534174,5976.219811534174
65,frame_000065.png,66,0.264,2563.729150038171,8598.01093010773,-0.04514491916444097,-2.5866133345817346,-0.33651119045840694,-19.280670972189736,5498.072143258295,5498.072143258295,5498.072143258295
66,frame_000066.png,67,0.268,2597.234076867962,8154.452484787654,-0.04642166403760849,-2.659765427329199,-0.3018612461253512,-17.295375401542397,5044.61640003378,5044.61640003378,5044.61640003378
67,frame_000067.png,68,0.272,2628.9679944809477,7712.506321705279,-0.04756109949460939,-2.7250502700429107,-0.2678564823751009,-15.347045955313602,4613.974121556727,4613.974121556727,4613.974121556727
68,frame_000068.png,69,0.276,2658.942233360219,7274.613117930309,-0.04856626765364618,-2.7826421632566536,-0.23472759714329694,-13.448900651557954,4204.496652477348,4204.496652477348,4204.496652477348
69,frame_000069.png,70,0.28,2687.1769144862574,6842.727445088859,-0.04944102401138243,-2.8327620106571767,-0.202650581724826,-11.611023048703501,3814.730426744729,3814.730426744729,3814.730426744729
70,frame_000070.png,71,0.28400000000000003,2713.699167692017,6418.399157791017,-0.05018983788872838,-2.8756658854699264,-0.17175635694814506,-9.840914357671185,3443.387784332883,3443.387784332883,3443.387784332883
71,frame_000071.png,72,0.28800000000000003,2738.5416491258225,6002.841559111732,-0.05081762824161762,-2.9116356231095084,-0.14213881949647542,-8.143954462119863,3089.3224292167743,3089.3224292167743,3089.3224292167743
72,frame_000072.png,73,0.292,2761.741309203581,5596.988479767444,-0.05132962899340674,-2.94097110529455,-0.1138615563980849,-6.5237866304010605,2751.5087812745605,2751.5087812745605,2751.5087812745605
73,frame_000073.png,74,0.296,2783.3383702884926,5201.542062688327,-0.05173127899421114,-2.963983955182069,-0.0869634440041164,-4.982638313358135,2429.024595386243,2429.024595386243,2429.024595386243
74,frame_000074.png,75,0.3,2803.375479924719,4817.012755424889,-0.05202813250782447,-2.9809924086457418,-0.06146331280254387,-3.5215884184781636,2121.0363221268417,2121.0363221268417,2121.0363221268417
75,frame_000075.png,76,0.304,2821.8970109760885,4443.75277025991,-0.0522257867936171,-2.992317165024332,-0.0373638300937715,-2.1407897708170016,1826.7867692560958,1826.7867692560958,1826.7867692560958
76,frame_000076.png,77,0.308,2838.9484846535784,4081.984068484887,-0.05232982390973574,-2.9982780526906425,-0.014654727965550795,-0.8396540623383998,1545.584694321944,1545.584694321944,1545.584694321944
77,frame_000077.png,78,0.312,2854.5760962999957,3731.8217547237696,-0.05234576433244251,-2.9991913716353946,0.006684516612166968,0.3829945899622546,1276.796018330826,1276.796018330826,1276.796018330826
78,frame_000078.png,79,0.316,2868.826327057734,3393.293624145385,-0.05227903037913991,-2.9953677977609328,0.026682460039129066,1.528792347268569,1019.8364004479681,1019.8364004479681,1019.8364004479681
79,frame_000079.png,80,0.32,2881.7456272769346,3066.3564854549377,-0.0521349177517712,-2.987110752438164,0.045373853645229355,2.5997303141159276,774.1649556283355,774.1649556283355,774.1649556283355
80,frame_000080.png,81,0.324,2893.3801598117784,2750.9097819669837,-0.05191857379313073,-2.9747151566849124,0.06279812567500415,3.5980675625098715,539.2789322474982,539.2789322474982,539.2789322474982
81,frame_000081.png,82,0.328,2903.775593273136,2446.806948711761,-0.051634981279776775,-2.9584665025682235,0.07899813100197403,4.526259495834697,314.70919629370655,314.70919629370655,314.70919629370655
82,frame_000082.png,83,0.332,2912.976936916145,2153.864872792635,-0.051288946768927784,-2.9386401855307023,0.09401912442252064,5.386899022925796,100.0163934144166,100.0163934144166,100.0163934144166
83,frame_000083.png,84,0.336,2921.0284101915236,1871.8717648967327,-0.05088509267899816,-2.915501050638638,0.10790792054229052,6.182668423106285,-105.21231914939926,-105.21231914939926,-105.21231914939926
84,frame_000084.png,85,0.34,2927.9733411215575,1600.5937001204213,-0.0504278524193661,-2.889303113538255,0.12071220927373953,6.916300127085232,-301.3660613148477,-301.3660613148477,-301.3660613148477
85,frame_000085.png,86,0.34400000000000003,2933.854088610919,1339.780044560504,-0.04992146799882202,-2.8602894234299017,0.13248000099829807,7.590544927091412,-488.8126155826467,-488.8126155826467,-488.8126155826467
86,frame_000086.png,87,0.34800000000000003,2938.7119845983293,1089.1679491446914,-0.04936998963749043,-2.8286920408328107,0.143259179667497,8.208146371453953,-667.9004728926311,-667.9004728926311,-667.9004728926311
87,frame_000087.png,88,0.352,2942.587292622307,848.4860628441967,-0.04877727698684405,-2.7947321074867615,0.15309714565569038,8.771820301570685,-838.9605924072785,-838.9605924072785,-838.9605924072785
88,frame_000088.png,89,0.356,2945.5191799336267,617.4575928156617,-0.048147001629246726,-2.758619989565336,0.16204053314297237,9.284238659142053,-1002.3079201186447,-1002.3079201186447,-1002.3079201186447
89,frame_000089.png,90,0.36,2947.5457007560476,395.802818394784,-0.04748265058437491,-2.720555478579074,0.1701349892929356,9.748016833988661,-1158.2427039593485,-1158.2427039593485,-1158.2427039593485
90,frame_000090.png,91,0.364,2948.703788689975,183.24114856896117,-0.04678753059664188,-2.6807280370267863,0.17742500457357563,10.165703942155211,-1307.051637047768,-1307.051637047768,-1307.051637047768
91,frame_000091.png,92,0.368,2949.0292565832206,-20.50720194644586,-0.04606477301686294,-2.639317078094363,0.18395378531589526,10.539775524056415,-1449.0088556229157,-1449.0088556229157,-1449.0088556229157
92,frame_000092.png,93,0.372,2948.5568024691984,-215.71985506477023,-0.04531733912409492,-2.5964922705737217,0.18976316106811586,10.872628236264294,-1584.3768139686435,-1584.3768139686435,-1584.3768139686435
93,frame_000093.png,94,0.376,2947.3200204043656,-402.6711773516756,-0.04454802576089958,-2.5524138617396135,0.19489352052955616,11.166576180789834,-1713.4070550571123,-1713.4070550571123,-1713.4070550571123
94,frame_000094.png,95,0.38,2945.351415230661,-581.6314095007135,-0.04375947117808942,-2.507233012228892,0.19938377087552295,11.423848574570888,-1836.3408926476413,-1836.3408926476413,-1836.3408926476413
95,frame_000095.png,96,0.384,2942.682420451228,-752.8659802157609,-0.04295416100404817,-2.4610921380573827,0.20327131614510333,11.646588511183891,-1953.4100180656715,-1953.4100180656715,-1953.4100180656715
96,frame_000096.png,97,0.388,2939.343418543862,-916.6349734673797,-0.04213443426958895,-2.414125255818828,0.2065920510845089,11.836852608093462,-2064.8370427802192,-2064.8370427802192,-2064.8370427802192
97,frame_000097.png,98,0.392,2935.363763150665,-1073.192723131157,-0.041302489432535554,-2.36645832786797,0.2093803674421894,11.996611367335845,-2170.835986131026,-2170.835986131026,-2170.835986131026
98,frame_000098.png,99,0.396,2930.771802677917,-1222.7875132428342,-0.04046039035721665,-2.3182096049203276,0.21166917021726026,12.127750106485236,-2271.612716074383,-2271.612716074383,-2271.612716074383
99,frame_000099.png,100,0.4,2925.5949049201336,-1365.6613656489083,-0.03961007221321061,-2.269489964025384,0.21348990178575894,12.232070340986445,-2367.3653495728,-2367.3653495728,-2367.3653495728
100,frame_000100.png,101,0.404,2919.859482389231,-1502.0498998026476,-0.03875334726527272,-2.220403240304978,0.2148725721831857,12.311291519216674,-2458.284618210312,-2458.284618210312,-2458.284618210312
101,frame_000101.png,102,0.40800000000000003,2913.5910180857327,-1632.1822519465252,-0.037891910532670624,-2.1710465512093378,0.21584579411786173,12.367053028603166,-2544.5542037394835,-2544.5542037394835,-2544.5542037394835
102,frame_000102.png,103,0.41200000000000003,2906.8140914958185,-1756.2810430104673,-0.037027345301360454,-2.1215106123415133,0.21643682153722452,12.400916405309163,-2626.351047531495,-2626.351047531495,-2626.351047531495
103,frame_000103.png,104,0.41600000000000004,2899.552404637185,-1874.5623863060125,-0.03616112847673376,-2.07188004414718,0.21667159077612286,12.414367691857537,-2703.845637283711,-2703.845637283711,-2703.845637283711
104,frame_000104.png,105,0.42,2891.828808009445,-1987.2359275640292,-0.03529463576820338,-2.02223366896953,0.2165747634890653,12.408819896967437,-2777.202273821589,-2777.202273821589,-2777.202273821589
105,frame_000105.png,106,0.424,2883.6653263321296,-2094.504911093724,-0.03442914669979979,-1.9726447981352946,0.21616977071273055,12.38561552015017,-2846.5793203968587,-2846.5793203968587,-2846.5793203968587
106,frame_000106.png,107,0.428,2875.0831839761986,-2196.56626687164,-0.03356584944332333,-1.9231815088739705,0.2154788575255002,12.346029110511939,-2912.1294365189488,-2912.1294365189488,-2912.1294365189488
107,frame_000107.png,108,0.432,2866.1028300139888,-2293.61071423334,-0.03270584547252993,-1.8739069109830166,0.21452312787120137,12.291269834965119,-2973.99979804987,-2973.99979804987,-2973.99979804987
108,frame_000108.png,109,0.436,2856.7439628283933,-2385.8228785644355,-0.03185015403839172,-1.8248794032414004,0.21332258919790503,12.222484035843003,-3032.3323050350837,-3032.3323050350837,-3032.3323050350837
109,frame_000109.png,110,0.44,2847.025554235276,-2473.3814179942,-0.030999716466731424,-1.7761529196459112,0.21189619663224188,12.140757761901668,-3087.2637785262777,-3087.2637785262777,-3087.2637785262777
110,frame_000110.png,111,0.444,2836.9658730840815,-2556.4591576030925,-0.030155400280531822,-1.7277771656020922,0.21026189646755772,12.04711926000773,-3138.9261474697514,-3138.9261474697514,-3138.9261474697514
111,frame_000111.png,112,0.448,2826.5825083107134,-2635.2232290810916,-0.0293180031500122,-1.6797978442469519,0.20843666879225392,11.942541417562348,-3187.446626580967,-3187.446626580967,-3187.446626580967
112,frame_000112.png,113,0.452,2815.892391424291,-2709.8352141300534,-0.028488256674178796,-1.6322568731158442,0.2064365691244477,11.827944147991532,-3232.9478859966475,-3232.9478859966475,-3232.9478859966475
113,frame_000113.png,114,0.456,2804.9118184156277,-2780.451290201599,-0.02766682999802591,-1.5851925913928242,0.20427676895199454,11.70419671351834,-3275.548213387333,-3275.548213387333,-3275.548213387333
114,frame_000114.png,115,0.46,2793.656471080401,-2847.2223774116515,-0.02685433326991379,-1.5386399580038115,0.20197159510406398,11.572119980987987,-3315.361669121514,-3315.361669121514,-3315.361669121514
115,frame_000115.png,116,0.464,2782.1414377542146,-2910.2942856815525,-0.026051320943900065,-1.4926307408262418,0.1995345679027998,11.432488607796971,-3352.498234995346,-3352.498234995346,-3352.498234995346
116,frame_000116.png,117,0.468,2770.381233460191,-2969.807861330291,-0.02525829493197063,-1.447193697298594,0.1969784380619175,11.286033156026969,-3387.0639569765426,-3387.0639569765426,-3387.0639569765426
117,frame_000117.png,118,0.47200000000000003,2758.389819472554,-3025.899132488286,-0.024475707611218672,-1.4023547467190558,0.19431522231406004,11.133442133741958,-3419.1610823559595,-3419.1610823559595,-3419.1610823559595
118,frame_000118.png,119,0.47600000000000003,2746.1806223019275,-3078.6994528250452,-0.023703964691068745,-1.3581371345253634,0.19155623776090439,10.975363963104352,-3448.8881916536557,-3448.8881916536557,-3448.8881916536557
119,frame_000119.png,120,0.48,2733.766552109908,-3128.3356431847287,-0.022943427945647236,-1.3145615888480955,0.18871213494984984,10.812408875529632,-3476.3403255865433,-3476.3403255865433,-3476.3403255865433
120,frame_000120.png,121,0.484,2721.1600205619216,-3174.930130808466,-0.0221944178163695,-1.271646469627933,0.1857929296890189,10.645150734551633,-3501.6091073711905,-3501.6091073711905,-3501.6091073711905
121,frame_000121.png,122,0.488,2708.372958128519,-3218.6010858929376,-0.021457215889754293,-1.2294079105839686,0.18280803361858422,10.474128787430542,-3524.7828606066496,-3524.7828606066496,-3524.7828606066496
122,frame_000122.png,123,0.492,2695.416830846146,-3259.4625552935195,-0.020732067255394365,-1.1878599543154693,0.17976628356137994,10.29984934681906,-3545.946722957824,-3545.946722957824,-3545.946722957824
123,frame_000123.png,124,0.496,2682.3026565491004,-3297.62459322913,-0.020019182748912435,-1.1470146808137882,0.17667596967958515,10.122787404021528,-3565.1827558389505,-3565.1827558389505,-3565.1827558389505
124,frame_000124.png,125,0.5,2669.0410205848693,-3333.1933888864482,-0.019318741084618906,-1.1068823296546497,0.17354486246717943,9.943388175547708,-3582.5700502789414,-3582.5700502789414,-3582.5700502789414
125,frame_000125.png,126,0.504,2655.642091025387,-3366.271390854694,-0.01863089088246451,-1.0674714161339822,0.17038023861001986,9.762068584786054,-3598.184829134918,-3598.184829134918,-3598.184829134918
126,frame_000126.png,127,0.508,2642.115633386978,-3396.9574283498655,-0.01795575259375064,-1.0287888416029927,0.16718890574691336,9.57921868070865,-3612.100545806986,-3612.100545806986,-3612.100545806986
127,frame_000127.png,128,0.512,2628.471024871858,-3425.346829210127,-0.017293420329924678,-0.9908399982504197,0.1639772261660669,9.395202995577801,-3624.387979595789,-3624.387979595789,-3624.387979595789
128,frame_000128.png,129,0.516,2614.7172681441125,-3451.531534662739,-0.016643963598648774,-0.9536288685719484,0.1607511394718859,9.21036184365792,-3635.115327834399,-3635.115327834399,-3635.115327834399
129,frame_000129.png,130,0.52,2600.8630046530307,-3475.600210878213,-0.01600742895119033,-0.9171581197587316,0.15751618425733696,9.025012562950428,-3644.348294917344,-3644.348294917344,-3644.348294917344
130,frame_000130.png,131,0.524,2586.9165275165947,-3497.6383573397798,-0.015383841545041544,-0.881429193228896,0.1542775188170552,8.839450701967404,-3652.1501783418917,-3652.1501783418917,-3652.1501783418917
131,frame_000131.png,132,0.528,2572.8857939777827,-3517.7284120662803,-0.014773206625535192,-0.8464423895178713,0.15103994093612097,8.653951153544964,-3658.5819518699645,-3658.5819518699645,-3658.5819518699645
132,frame_000132.png,133,0.532,2558.7784374461808,-3535.9498537346153,-0.014175510930084966,-0.8121969487354368,0.14780790678899208,8.468769237672314,-3663.702345913038,-3663.702345913038,-3663.702345913038
133,frame_000133.png,134,0.536,2544.6017791372033,-3552.3793007542263,-0.013590724018541982,-0.7786911267895336,0.14458554898249967,8.284141735279265,-3667.567925237003,-3667.567925237003,-3667.567925237003
134,frame_000134.png,135,0.54,2530.362839320993,-3567.0906073510496,-0.01301879953302473,-0.745922267569204,0.14137669377612652,8.100287874885503,-3670.2331640792045,-3670.2331640792045,-3670.2331640792045
135,frame_000135.png,136,0.544,2516.0683481928463,-3580.154956722178,-0.01245967639044845,-0.7138868712714919,0.13818487751201322,7.917410273970598,-3671.75051876553,-3671.75051876553,-3671.75051876553
136,frame_000136.png,137,0.548,2501.7247563767514,-3591.6409513252984,-0.011913279910851827,-0.6825806590497993,0.1350133622862992,7.735695836875704,-3672.170497911422,-3672.170497911422,-3672.170497911422
137,frame_000137.png,138,0.552,2487.338245073363,-3601.614700369,-0.01137952288449418,-0.6519986341540531,0.13186515089252368,7.555316610997368,-3671.541730287234,-3671.541730287234,-3671.541730287234
138,frame_000138.png,139,0.556,2472.914735863482,-3610.1399045714265,-0.01085830658057534,-0.6221351397260955,0.12874300106689618,7.376430602981405,-3669.9110304249116,-3669.9110304249116,-3669.9110304249116
139,frame_000139.png,140,0.56,2458.459900177828,-3617.2779382555505,-0.010349521700312921,-0.59298391340699,0.12564943906431245,7.199182556571318,-3667.323462040039,-3667.323462040039,-3667.323462040039
140,frame_000140.png,141,0.5640000000000001,2443.9791684436173,-3623.087928849711,-0.009853049276998201,-0.5645381389064241,0.12258677259304766,7.023704693711622,-3663.8223993404304,-3663.8223993404304,-3663.8223993404304
141,frame_000141.png,142,0.5680000000000001,2429.4777389181936,-3627.6268338620594,-0.009368761525541879,-0.5367904946780963,0.11955710313511352,6.850117420452308,-3659.4495862898398,-3659.4495862898398,-3659.4495862898398
142,frame_000142.png,143,0.5720000000000001,2414.960586219675,-3630.949515397228,-0.008896522643915005,-0.5097331998388983,0.11656233767832382,6.678529999146689,-3654.2451938928907,-3654.2451938928907,-3654.2451938928907
143,frame_000143.png,144,0.5760000000000001,2400.4324695643145,-3633.108812282973,-0.008436189568787993,-0.48335805746384186,0.11360419988518225,6.509041188381534,-3648.247875565017,-3648.247875565017,-3648.247875565017
144,frame_000144.png,145,0.58,2385.897940720001,-3634.1556098737838,-0.007987612687572053,-0.4576564953830273,0.11068424072278743,6.341739852025756,-3641.494820649015,-3641.494820649015,-3641.494820649015
